"","SRR3191542","SRR3191543","SRR3191544","SRR3191545","SRR3194428","SRR3194429","SRR3194430","SRR3194431"
"PALM",194.795937485743,206.901934758623,186.688688704419,179.618705065797,177.32956081296,196.165997843323,153.132545800439,158.586803736246
"MISP",0.734386192217691,2.94173366955388,1.39245692160995,0.867723212878247,1.11723209472639,1.32257354674044,1.34168701041315,1.01039956043945
"PTBP1",259.605518948954,265.932723727671,199.618645833655,211.435222871333,252.349627025513,260.830397325026,197.96892216335,202.240657472505
"MIR4745",0,0,0,0,0,0,0,0
"LPPR3",247.304550229307,308.882035303157,274.0156299311,269.283437063216,244.177281147422,285.282263016548,265.553902165505,269.156664725245
"MIR3187",0,0,0,0,0,0,0,0
"AZU1",1.28517583638096,0.980577889851293,0.298383626059274,1.54261904511688,1.22067951090475,1.73194154930296,1.02128414225479,0.551127032966972
"PRTN3",0,0,0,0.578482141918831,0.0827579329426952,0.236173847632222,0.220276971858876,0.114818131868119
"ELANE",0,0,0,0,0,0,0,0
"CFD",0.550789644163268,0.392231155940517,0.19892241737285,0.482068451599026,0.331031731770781,0.598307080668295,0.400503585197956,0.275563516483486
"MED16",70.3174779048439,86.9772588298097,85.3377170529525,88.7970087845406,71.1304433642465,78.6458912615298,80.5813213418288,82.6460913186722
"R3HDM4",53.5183937578642,58.5405000241222,72.6066823410901,83.0121873653523,47.9375326570562,50.462478777418,69.166969163687,65.7218986813115
"KISS1R",0.275394822081634,0.392231155940517,0,0.578482141918831,0.537926564127519,0.425112925737999,0.360453226678161,0.413345274725229
"ARID3A",29.100052866626,29.0251055395983,33.2200437012659,35.8658927989675,28.5721763484655,26.9238186300733,34.9038874500019,35.1573119780181
"WDR18",35.5259320485308,40.3998090618733,28.0480608495718,29.213348166901,34.1169578556261,37.0163143855569,29.8775674557675,28.7045329670298
"GRIN3B",4.0391240571973,3.43202261447953,2.88437505190632,2.98882439991396,3.43445421712185,4.18814956467807,2.66334884156641,2.64081703296674
"TMEM259",191.215804798681,237.986253866909,192.656361225605,186.849731839782,172.591669151991,205.896360365771,170.45432586025,171.561252637344
"CNN2",242.806434801974,230.043572959113,213.9410598845,200.926130626474,201.660393098113,203.408662504045,181.147771585036,167.795217912069
"ABCA7",44.7975577252792,50.6958769053119,63.0584063071933,52.5454612242938,38.3583019189392,44.4794079707351,52.5660955572317,48.4991789010936
"HMHA1",25.7035167276192,27.7503542827916,53.7090526906694,46.6642261147857,27.910112884924,26.4042361652824,49.782595640106,47.0754340659289
"POLR2E",87.3919568739053,95.7044020494862,97.6709069300691,92.6535563973328,72.2890544254443,77.4807669465442,74.9542459697975,75.3895853846071
"GPX4",155.781671024178,170.816668412095,171.37166256671,168.820371749979,137.481616101052,157.937324373254,142.539225971953,144.395282637347
"SBNO2",31.2114131692519,41.5765025296948,50.1284491779581,47.1462945663847,28.8825185970006,33.3320023624942,42.5334807480229,44.1131262637314
"STK11",60.9540539540684,69.3268568124865,80.9614238707498,71.4425445269756,59.2960589534411,64.1290720937359,69.2470698807266,70.4064784615307
"C19orf26",40.2076440239186,49.5191834374903,78.3754324449027,85.9045980749464,34.3031632047472,40.5746670232157,63.4798182538761,65.0329898901027
"ATP5D",31.9457993614696,31.2804346862563,29.3410565624953,37.8905802956834,31.0342248535107,35.3158626826049,35.0240385255613,35.777329890106
"MIDN",317.713826408179,341.143047879265,421.814986039127,402.719984465826,259.694393574178,291.627467056267,351.021367246749,338.782379890073
"CIRBP-AS1",4.0391240571973,3.92231155940517,5.07252164300766,4.33861606439123,2.9999750691727,3.24345417414918,2.90365099268518,3.14601681318647
"CIRBP",476.800235297336,502.055879603862,590.401734762617,624.760713272338,434.768800714449,470.143406019876,561.706278240134,542.033436923017
"C19orf24",6.33408090787759,9.21743216460216,8.75258636440538,5.10992558694967,5.54478150716058,6.45541850194739,8.33047457211749,7.85356021977936
"EFNA2",36.5357130628301,31.5746080532116,32.1259704057152,35.7694791086477,32.7721414453073,33.1588082075639,32.3606896839949,32.4705676923041
"MUM1",99.4175307714699,100.607291498743,83.8457989226561,85.2297022427078,90.9923472704934,102.499449872384,82.1833356826206,84.2076179120787
"NDUFS7",33.5981682939594,44.8124095662041,47.6419189607975,42.6148511213539,33.6824787076769,38.165693777367,44.3557720606736,43.3782902197755
